Call ID,CallDate,CustomerID,CallDurationMinutes
120,7/19/2018,4344,15.68333333
121,7/19/2018,8097,17.06666667
122,7/19/2018,6732,12.11666667
123,7/19/2018,2645,23.75
124,7/19/2018,3165,21.6
125,7/19/2018,2384,20.65
126,7/19/2018,4117,7.75
127,7/19/2018,3614,3.366666667
128,7/19/2018,2229,14.26666667
129,7/19/2018,4509,9.216666667
130,7/19/2018,2258,23.21666667
131,7/19/2018,3394,7.95
132,7/19/2018,696,24.96666667
133,7/19/2018,1810,24.25
134,7/19/2018,4579,22.76666667
135,7/19/2018,5645,14.23333333
136,7/19/2018,1935,5.966666667
137,7/19/2018,1007,0.2
138,7/19/2018,1762,6.066666667
139,7/20/2018,715,18.45
140,7/20/2018,3690,20.76666667
141,7/20/2018,4813,10.8
142,7/20/2018,2180,19.65
143,7/20/2018,6390,1.383333333
144,7/20/2018,7442,1.766666667
145,7/20/2018,7464,11.91666667
146,7/20/2018,4712,19.25
147,7/20/2018,5836,15.16666667
148,7/20/2018,3706,19.25
149,7/20/2018,3817,1.183333333
150,7/20/2018,6247,6.8
151,7/20/2018,1040,18.28333333
152,7/20/2018,163,24.93333333
153,7/20/2018,3497,23.16666667
154,7/20/2018,2930,9.266666667
155,7/20/2018,1069,23.55
156,7/20/2018,6814,6.9
157,7/20/2018,5378,0.133333333
158,7/20/2018,5655,16.15
159,7/21/2018,5064,18.75
160,7/21/2018,3858,4.816666667
161,7/21/2018,4669,22.93333333
162,7/21/2018,6891,17.03333333
163,7/21/2018,7848,22.16666667
164,7/21/2018,8023,24.8
165,7/21/2018,7162,0.65
166,7/21/2018,695,11.46666667
167,7/21/2018,3086,24.86666667
168,7/21/2018,2245,2.316666667
169,7/21/2018,4191,13.46666667
170,7/21/2018,271,1.016666667
171,7/21/2018,3677,1.366666667
172,7/21/2018,4577,4.233333333
173,7/22/2018,5085,15.93333333
174,7/22/2018,6577,23.93333333
175,7/22/2018,4767,2.216666667
176,7/22/2018,4016,4.85
177,7/22/2018,283,13.96666667
178,7/22/2018,732,24.06666667
179,7/22/2018,932,2.7
180,7/22/2018,2512,6.283333333
181,7/22/2018,2057,0
182,7/22/2018,2360,10.7
183,7/22/2018,7061,13.23333333
184,7/22/2018,5591,4.783333333
185,7/22/2018,2511,14.88333333
186,7/22/2018,7782,10.3
187,7/22/2018,745,2.216666667
188,7/22/2018,4458,3.05
189,7/22/2018,6448,12.88333333
190,7/22/2018,1477,4.983333333
191,7/22/2018,1373,24.46666667
192,7/22/2018,7131,20.81666667
193,7/22/2018,3816,9.25
194,7/22/2018,3992,1.75
195,7/22/2018,7375,20.45
196,7/23/2018,5304,9.666666667
197,7/23/2018,779,6.966666667
198,7/23/2018,1912,19.91666667
199,7/23/2018,7986,23.5
200,7/23/2018,5433,23.81666667
201,7/23/2018,2060,14.86666667
202,7/23/2018,6183,10.78333333
203,7/23/2018,6190,2.683333333
204,7/23/2018,4571,6.05
205,7/23/2018,3269,19.66666667
206,7/23/2018,7071,20.43333333
207,7/23/2018,2906,11.88333333
208,7/23/2018,3281,19.78333333
209,7/23/2018,5869,4.066666667
210,7/23/2018,4058,1.333333333
211,7/24/2018,1501,24.8
212,7/24/2018,6003,21.53333333
213,7/24/2018,989,16.98333333
214,7/24/2018,3776,5.45
215,7/24/2018,112,19.58333333
216,7/24/2018,5812,19.91666667
217,7/24/2018,6107,12.71666667
218,7/24/2018,7719,24.56666667
219,7/24/2018,2218,9.8
220,7/24/2018,5979,12.55
221,7/24/2018,7008,7.883333333
222,7/24/2018,3158,9.216666667
223,7/24/2018,3848,24.25
224,7/24/2018,1237,6
225,7/24/2018,6296,17.75
226,7/24/2018,3449,13
227,7/24/2018,7158,6.9
228,7/25/2018,6029,5.583333333
229,7/25/2018,1370,13.68333333
230,7/25/2018,6899,16.8
231,7/25/2018,4936,2.716666667
232,7/25/2018,7988,23.71666667
233,7/25/2018,309,15.31666667
234,7/25/2018,1505,0.316666667
235,7/25/2018,5830,16.63333333
236,7/25/2018,1253,4.183333333
237,7/25/2018,1126,18.91666667
238,7/25/2018,167,12
239,7/25/2018,3593,10.38333333
240,7/25/2018,801,21.13333333
241,7/25/2018,882,21.75
242,7/25/2018,604,11.45
243,7/25/2018,2244,2.366666667
244,7/25/2018,3626,18.8
245,7/25/2018,7194,25
246,7/25/2018,6974,16.36666667
247,7/25/2018,5879,20.75
248,7/25/2018,6255,20.15
249,7/25/2018,2190,5.083333333
250,7/25/2018,3676,18
251,7/25/2018,3676,5.5
252,7/25/2018,4603,20.43333333
253,7/25/2018,1957,15.41666667
254,7/25/2018,4402,6.466666667
255,7/25/2018,3132,2.7
256,7/26/2018,4313,6.933333333
257,7/26/2018,3033,5.833333333
258,7/26/2018,2554,8.283333333
259,7/26/2018,7963,12.83333333
260,7/26/2018,8101,5.933333333
261,7/26/2018,5006,14.48333333
262,7/26/2018,606,11.91666667
263,7/26/2018,6689,10.38333333
264,7/26/2018,3689,10.73333333
265,7/26/2018,5789,4.433333333
266,7/26/2018,6582,20.36666667
267,7/26/2018,914,11.41666667
268,7/26/2018,5470,21.65
269,7/26/2018,4179,15.45
270,7/26/2018,3049,23.53333333
271,7/27/2018,3739,18.41666667
272,7/27/2018,3559,5.1
273,7/27/2018,7624,18.15
274,7/27/2018,898,19.03333333
275,7/27/2018,1606,13.1
276,7/27/2018,4932,21.35
277,7/27/2018,1145,23.15
278,7/27/2018,1620,13.23333333
279,7/27/2018,6178,0.15
280,7/27/2018,6022,2.216666667
281,7/27/2018,5223,21.91666667
282,7/27/2018,3127,23.26666667
283,7/27/2018,783,20.1
284,7/27/2018,673,1.25
285,7/27/2018,1755,21.11666667
286,7/27/2018,7147,21.66666667
287,7/27/2018,1005,22.15
288,7/27/2018,3656,14.1
289,7/27/2018,3032,8.2
290,7/27/2018,4590,8.75
291,7/27/2018,4952,0.933333333
292,7/27/2018,5258,17.98333333
293,7/27/2018,2108,11
294,7/27/2018,7779,2.55
295,7/27/2018,3507,15.21666667
296,7/28/2018,2315,4.766666667
297,7/28/2018,4351,15.13333333
298,7/28/2018,7391,6.15
299,7/28/2018,7159,7.55
300,7/28/2018,6926,13.56666667
301,7/28/2018,7099,1.9
302,7/28/2018,644,12.2
303,7/28/2018,6896,7.8
304,7/28/2018,356,0.583333333
305,7/28/2018,6674,17.08333333
306,7/28/2018,7568,3.05
307,7/28/2018,2269,5.816666667
308,7/28/2018,6445,24.51666667
309,7/28/2018,7323,15.25
310,7/28/2018,1783,17.5
311,7/28/2018,2596,15.36666667
312,7/28/2018,4256,6.216666667
313,7/28/2018,1916,11.83333333
314,7/28/2018,5227,21.6
315,7/29/2018,1885,10.26666667
316,7/29/2018,3204,21.83333333
317,7/29/2018,1228,24.31666667
318,7/29/2018,1157,1.75
319,7/29/2018,8016,5.266666667
320,7/29/2018,5834,3.583333333
321,7/29/2018,3333,19.05
322,7/29/2018,5440,11.75
323,7/29/2018,3485,3.6
324,7/29/2018,7454,15.2
325,7/29/2018,859,24.21666667
326,7/29/2018,4311,14.75
327,7/29/2018,4804,13.5
328,7/29/2018,3805,13.66666667
329,7/29/2018,1957,4.4
330,7/29/2018,7061,18
331,7/29/2018,4497,15.03333333
332,7/30/2018,1696,11.26666667
333,7/30/2018,157,12.73333333
334,7/30/2018,4657,10.56666667
335,7/30/2018,1235,13.83333333
336,7/30/2018,6433,3
337,7/30/2018,7188,4.9
338,7/30/2018,7646,10.25
339,7/30/2018,5545,19.58333333
340,7/30/2018,379,6.95
341,7/30/2018,2670,13.23333333
342,7/30/2018,857,18.8
343,7/30/2018,1620,5.75
344,7/30/2018,1942,14.41666667
345,7/30/2018,4855,12.55
346,7/30/2018,4206,17.03333333
347,7/30/2018,2504,19.58333333
348,7/31/2018,667,9.783333333
349,7/31/2018,4841,20.86666667
350,7/31/2018,1047,10.01666667
351,7/31/2018,4551,13.21666667
352,7/31/2018,3933,9.85
353,7/31/2018,3478,11.68333333
354,7/31/2018,4808,9.533333333
355,7/31/2018,7074,9.016666667
356,7/31/2018,3756,15.96666667
357,7/31/2018,924,24.33333333
358,7/31/2018,1391,5.65
359,7/31/2018,612,9.25
360,7/31/2018,1973,3.983333333
361,7/31/2018,891,7.883333333
362,8/1/2018,389,19
363,8/1/2018,935,16.51666667
364,8/1/2018,2687,1.733333333
365,8/1/2018,3079,23.6
366,8/1/2018,6775,21.66666667
367,8/1/2018,3587,22.36666667
368,8/1/2018,1332,9.933333333
369,8/1/2018,978,14.51666667
370,8/1/2018,237,19.51666667
371,8/1/2018,5360,10.16666667
372,8/1/2018,5483,24.43333333
373,8/1/2018,3873,21.25
374,8/1/2018,1863,4.533333333
375,8/1/2018,551,10.76666667
376,8/1/2018,3852,22.41666667
377,8/1/2018,2475,3.716666667
378,8/1/2018,6027,7.366666667
379,8/1/2018,4178,6.65
380,8/2/2018,6377,2.2
381,8/2/2018,3748,8.066666667
382,8/2/2018,4760,23.8
383,8/2/2018,4758,22.25
384,8/2/2018,2835,4.483333333
385,8/2/2018,6165,0.2
386,8/2/2018,4932,24.56666667
387,8/2/2018,7246,17.11666667
388,8/2/2018,4278,2.316666667
389,8/2/2018,5523,14.63333333
390,8/2/2018,4874,23.1
391,8/2/2018,6308,0.15
392,8/2/2018,7938,8.2
393,8/2/2018,7742,7.566666667
394,8/2/2018,4608,3.266666667
395,8/2/2018,2187,16.08333333
396,8/2/2018,4521,2.9
397,8/2/2018,585,16.05
398,8/2/2018,1491,7.35
399,8/2/2018,1342,24.45
400,8/2/2018,1697,11.16666667
401,8/2/2018,756,12.63333333
402,8/3/2018,85,13.13333333
403,8/3/2018,7227,1.233333333
404,8/3/2018,6960,21.2
405,8/3/2018,1310,8.266666667
406,8/3/2018,6451,11.76666667
407,8/3/2018,6833,7.433333333
408,8/3/2018,7454,11.81666667
409,8/3/2018,958,15.11666667
410,8/3/2018,6849,0.333333333
411,8/3/2018,1914,21.68333333
412,8/3/2018,7199,22.03333333
413,8/3/2018,267,11.95
414,8/3/2018,5284,15.63333333
415,8/3/2018,6321,16.7
416,8/3/2018,2694,18.83333333
417,8/3/2018,1383,22.01666667
418,8/3/2018,1620,13.81666667
419,8/3/2018,4827,9.7
420,8/3/2018,7550,12.73333333
421,8/4/2018,2233,17.8
422,8/4/2018,5159,18.65
423,8/4/2018,3089,10.7
424,8/4/2018,1699,15.85
425,8/4/2018,4939,19.18333333
426,8/4/2018,3135,11.96666667
427,8/4/2018,7524,8.466666667
428,8/4/2018,5257,5.9
429,8/4/2018,6788,9.466666667
430,8/4/2018,6022,16.36666667
431,8/5/2018,2078,7.483333333
432,8/5/2018,6200,2.016666667
433,8/5/2018,11,18.31666667
434,8/5/2018,3102,4.933333333
435,8/5/2018,1794,10.11666667
436,8/5/2018,5399,1.7
437,8/5/2018,3684,16.21666667
438,8/5/2018,4830,13
439,8/5/2018,932,23.66666667
440,8/5/2018,5023,1.366666667
441,8/5/2018,2268,23.56666667
442,8/5/2018,5915,24.55
443,8/5/2018,1509,19.2
444,8/5/2018,3479,7.683333333
445,8/5/2018,453,24.15
446,8/5/2018,6821,20.75
447,8/5/2018,6415,6.866666667
448,8/5/2018,5017,21.48333333
449,8/6/2018,150,6.116666667
450,8/6/2018,5744,18.85
451,8/6/2018,204,8.35
452,8/6/2018,5456,8.083333333
453,8/6/2018,1488,19.8
454,8/6/2018,7493,7.2
455,8/6/2018,6214,11.51666667
456,8/6/2018,7871,12.96666667
457,8/6/2018,2269,8
458,8/6/2018,68,14.93333333
459,8/6/2018,5149,15.58333333
460,8/6/2018,3143,1.8
461,8/6/2018,5568,10.13333333
462,8/6/2018,7188,20.1
463,8/6/2018,5225,24.61666667
464,8/6/2018,4264,20
465,8/7/2018,4462,8.45
466,8/7/2018,6054,14.15
467,8/7/2018,5068,14.51666667
468,8/7/2018,2995,8.716666667
469,8/7/2018,6342,14.71666667
470,8/7/2018,279,1.466666667
471,8/7/2018,3771,5.266666667
472,8/7/2018,2880,18.23333333
473,8/7/2018,6049,17.58333333
474,8/7/2018,4506,16
475,8/7/2018,7455,15.83333333
476,8/7/2018,314,17.95
477,8/7/2018,2292,4.15
478,8/7/2018,4675,3.383333333
479,8/7/2018,7669,5.933333333
480,8/7/2018,4489,16.53333333
481,8/8/2018,2979,4.4
482,8/8/2018,3689,4.716666667
483,8/8/2018,7778,22.15
484,8/8/2018,6661,10.06666667
485,8/8/2018,1759,2.066666667
486,8/8/2018,2657,19.96666667
487,8/8/2018,6277,14.65
488,8/8/2018,7100,10
489,8/8/2018,4769,20.18333333
490,8/8/2018,365,9.033333333
491,8/8/2018,2106,0.233333333
492,8/8/2018,840,9.116666667
493,8/8/2018,2195,22.66666667
494,8/8/2018,3666,18.86666667
495,8/8/2018,1948,12.45
496,8/8/2018,98,5.6
497,8/8/2018,4117,14.75
498,8/8/2018,7553,3.45
499,8/8/2018,2095,11.96666667
500,8/8/2018,6878,19.21666667
501,8/8/2018,6366,16.78333333
502,8/8/2018,3442,1.516666667
503,8/8/2018,2479,11.35
504,8/8/2018,6789,1.416666667
505,8/8/2018,4779,24.45
506,8/9/2018,5406,21.51666667
507,8/9/2018,2664,1.366666667
508,8/9/2018,4562,10.6
509,8/9/2018,5124,13.2
510,8/9/2018,1703,23.28333333
511,8/9/2018,4277,6.866666667
512,8/9/2018,539,11.71666667
513,8/9/2018,4610,23.91666667
514,8/9/2018,7971,11.55
515,8/9/2018,2234,24.66666667
516,8/9/2018,6434,15.93333333
517,8/9/2018,5327,1.1
518,8/9/2018,2298,16.95
519,8/9/2018,1054,4
520,8/9/2018,7970,1.116666667
521,8/9/2018,4392,20.16666667
522,8/9/2018,4594,19.15
523,8/9/2018,2185,1.466666667
524,8/9/2018,2596,18.55
525,8/10/2018,4354,22.58333333
526,8/10/2018,2363,23.65
527,8/10/2018,5698,19.46666667
528,8/10/2018,6171,6
529,8/10/2018,2317,13.1
530,8/10/2018,7367,21.81666667
531,8/10/2018,1381,9.366666667
532,8/10/2018,3318,5.7
533,8/10/2018,2932,5.616666667
534,8/10/2018,1816,16.56666667
535,8/10/2018,3153,0.016666667
536,8/10/2018,3317,6.883333333
537,8/10/2018,3885,10.36666667
538,8/10/2018,7769,20.9
539,8/10/2018,6599,20.83333333
540,8/10/2018,966,17
541,8/10/2018,410,8.1
542,8/10/2018,1407,5.816666667
543,8/11/2018,5349,20.93333333
544,8/11/2018,7196,5.15
545,8/11/2018,7137,22.81666667
546,8/11/2018,2708,22.1
547,8/11/2018,4005,17.65
548,8/11/2018,2209,14.61666667
549,8/11/2018,1329,12.03333333
550,8/11/2018,5782,0.7
551,8/11/2018,4391,3.683333333
552,8/11/2018,1876,16.06666667
553,8/11/2018,4093,8.15
554,8/11/2018,7068,23.68333333
555,8/11/2018,7172,6.933333333
556,8/11/2018,5106,1.7
557,8/11/2018,7491,5.583333333
558,8/11/2018,7625,14.9
559,8/11/2018,7844,15.75
560,8/11/2018,111,4.416666667
561,8/11/2018,5538,20.68333333
562,8/12/2018,1785,10.85
563,8/12/2018,5679,2.583333333
564,8/12/2018,2161,2.433333333
565,8/12/2018,5228,14.46666667
566,8/12/2018,3654,21.36666667
567,8/12/2018,6609,12.26666667
568,8/12/2018,4739,12.18333333
569,8/12/2018,4540,18.98333333
570,8/12/2018,2979,18.66666667
571,8/12/2018,436,15.05
572,8/12/2018,7000,21.25
573,8/12/2018,7699,16.7
574,8/12/2018,3465,8.133333333
575,8/12/2018,6706,11.53333333
576,8/12/2018,7932,7.133333333
577,8/12/2018,5665,19.58333333
578,8/12/2018,7188,18.58333333
579,8/13/2018,1518,18.18333333
580,8/13/2018,3369,23.95
581,8/13/2018,7303,20.71666667
582,8/13/2018,1488,1.583333333
583,8/13/2018,706,14.21666667
584,8/13/2018,3998,12.43333333
585,8/13/2018,7098,4.016666667
586,8/13/2018,2638,1.866666667
587,8/13/2018,5880,2.283333333
588,8/13/2018,6852,7.883333333
589,8/13/2018,6861,3.866666667
590,8/13/2018,6545,15.7
591,8/13/2018,3188,7.2
592,8/13/2018,1632,11.53333333
593,8/13/2018,7699,3.433333333
594,8/13/2018,7008,5.933333333
595,8/13/2018,4695,22.35
596,8/13/2018,5823,12
597,8/13/2018,4976,19.13333333
598,8/13/2018,3046,20.91666667
599,8/13/2018,7798,5.266666667
600,8/14/2018,955,23.6
601,8/14/2018,2969,1.15
602,8/14/2018,3210,19.68333333
603,8/14/2018,157,5.716666667
604,8/14/2018,135,22.98333333
605,8/14/2018,963,18.65
606,8/14/2018,3502,20.95
607,8/14/2018,3821,3.133333333
608,8/14/2018,1583,4.75
609,8/14/2018,3772,8.183333333
610,8/14/2018,339,6.516666667
611,8/14/2018,3885,17.1
612,8/14/2018,2726,10.71666667
613,8/14/2018,4435,10.31666667
614,8/15/2018,5191,10.36666667
615,8/15/2018,6217,19.61666667
616,8/15/2018,2332,5.983333333
617,8/15/2018,3198,7.683333333
618,8/15/2018,1647,18.21666667
619,8/15/2018,3732,14.9
620,8/15/2018,6853,3.5
621,8/15/2018,724,15.43333333
622,8/15/2018,1266,15.45
623,8/15/2018,7413,7.15
624,8/15/2018,408,23.76666667
625,8/15/2018,4045,5.766666667
626,8/15/2018,6412,8.7
627,8/15/2018,4050,13.45
628,8/15/2018,5976,11.63333333
629,8/15/2018,6427,11.23333333
630,8/15/2018,3811,13.11666667
631,8/15/2018,4190,4.616666667
632,8/15/2018,5473,5.233333333
633,8/15/2018,4819,21
634,8/15/2018,5562,18.93333333
635,8/15/2018,219,15.01666667
636,8/15/2018,7447,8.85
637,8/16/2018,1354,12.91666667
638,8/16/2018,266,1.266666667
639,8/16/2018,6584,10.85
640,8/16/2018,6468,8.383333333
641,8/16/2018,5367,22.95
642,8/16/2018,4736,23.06666667
643,8/16/2018,1244,17.83333333
644,8/16/2018,4323,23.18333333
645,8/16/2018,1905,22.08333333
646,8/16/2018,3373,4.416666667
647,8/16/2018,3718,6.7
648,8/16/2018,440,20.41666667
649,8/16/2018,5890,21.91666667
650,8/17/2018,3514,3.516666667
651,8/17/2018,724,12.13333333
652,8/17/2018,6500,0.1
653,8/17/2018,3639,24.85
654,8/17/2018,464,9.166666667
655,8/17/2018,4881,22.03333333
656,8/17/2018,3087,19.23333333
657,8/17/2018,2857,11.98333333
658,8/17/2018,4105,21.23333333
659,8/17/2018,2875,24.26666667
660,8/17/2018,7132,14.08333333
661,8/17/2018,270,15.28333333
662,8/18/2018,8073,10.08333333
663,8/18/2018,3667,9.6
664,8/18/2018,5383,5.483333333
665,8/18/2018,3376,1.533333333
666,8/18/2018,3766,1.483333333
667,8/18/2018,4822,23.85
668,8/18/2018,1315,8.516666667
669,8/18/2018,4349,8.5
670,8/18/2018,7231,17.08333333
671,8/18/2018,2362,23.61666667
672,8/18/2018,8117,20.65
673,8/18/2018,528,24.13333333
674,8/18/2018,3202,20.46666667
675,8/18/2018,3939,15.01666667
676,8/18/2018,4664,19.48333333
677,8/18/2018,7828,8.55
678,8/18/2018,7550,9.216666667
679,8/18/2018,2298,24.96666667
680,8/18/2018,3075,21.05
681,8/19/2018,4591,24.35
682,8/19/2018,1757,3.116666667
683,8/19/2018,5465,11.63333333
684,8/19/2018,2427,2.95
685,8/19/2018,1145,5.566666667
686,8/19/2018,4008,6.783333333
687,8/19/2018,1659,17.9
688,8/19/2018,5992,1.116666667
689,8/19/2018,8081,14.45
690,8/19/2018,2321,7.916666667
691,8/19/2018,4223,10.56666667
692,8/19/2018,1165,15.45
693,8/19/2018,4496,2.916666667
694,8/19/2018,2923,14.26666667
695,8/19/2018,2173,21.83333333
696,8/19/2018,194,2.266666667
697,8/19/2018,4119,2.35
698,8/20/2018,5779,13.31666667
699,8/20/2018,4504,2.85
700,8/20/2018,5913,24.16666667
701,8/20/2018,3112,5.966666667
702,8/20/2018,5989,2.183333333
703,8/20/2018,5777,10.71666667
704,8/20/2018,2294,0.15
705,8/20/2018,2986,1.05
706,8/20/2018,1018,9.6
707,8/20/2018,1322,13.96666667
708,8/20/2018,7441,18.21666667
709,8/20/2018,5920,23
710,8/20/2018,2241,24.2
711,8/20/2018,3811,23.28333333
712,8/20/2018,751,14.96666667
713,8/20/2018,2495,1.766666667
714,8/20/2018,23,15.13333333
715,8/20/2018,8054,12.9
716,8/20/2018,2526,7.2
717,8/20/2018,6544,9.3
718,8/21/2018,2941,24.66666667
719,8/21/2018,7616,0.066666667
720,8/21/2018,2495,8.016666667
721,8/21/2018,6316,19.95
722,8/21/2018,5579,12.76666667
723,8/21/2018,4185,12.88333333
724,8/21/2018,7566,21.65
725,8/21/2018,4517,5.666666667
726,8/21/2018,4085,8.166666667
727,8/21/2018,6206,20.38333333
728,8/21/2018,5724,5.916666667
729,8/21/2018,1284,5.133333333
730,8/21/2018,5010,24.71666667
731,8/21/2018,2843,5.333333333
732,8/21/2018,1499,14.58333333
733,8/21/2018,2849,9.95
734,8/21/2018,778,16.7
735,8/21/2018,1783,18.06666667
736,8/21/2018,4889,2.516666667
737,8/21/2018,2408,19.73333333
738,8/21/2018,7935,13.1
739,8/21/2018,3749,10.33333333
740,8/21/2018,2816,14.56666667
741,8/21/2018,1718,20.58333333
742,8/21/2018,7289,5.933333333
743,8/22/2018,3553,23.66666667
744,8/22/2018,4158,19.46666667
745,8/22/2018,5853,11.16666667
746,8/22/2018,6825,16.88333333
747,8/22/2018,43,9.866666667
748,8/22/2018,3710,9.266666667
749,8/22/2018,3036,16.93333333
750,8/22/2018,6994,0.383333333
751,8/22/2018,8083,14.51666667
752,8/22/2018,1108,24.66666667
753,8/22/2018,2461,4.733333333
754,8/22/2018,5609,19.71666667
755,8/22/2018,745,21.28333333
756,8/22/2018,447,15.08333333
757,8/22/2018,2463,19.51666667
758,8/22/2018,647,6.683333333
759,8/22/2018,602,15.5
760,8/22/2018,5654,6.366666667
761,8/23/2018,3780,12.55
762,8/23/2018,1709,13.43333333
763,8/23/2018,2739,3.1
764,8/23/2018,5969,13.13333333
765,8/23/2018,7245,19.4
766,8/23/2018,874,18.38333333
767,8/23/2018,4195,23.28333333
768,8/23/2018,4118,4
769,8/23/2018,1110,15.36666667
770,8/23/2018,5909,11.9
771,8/23/2018,2360,11.46666667
772,8/23/2018,5970,23.08333333
773,8/23/2018,1808,5.833333333
774,8/23/2018,1247,16.55
775,8/23/2018,7423,5.683333333
776,8/23/2018,4355,12.9
777,8/23/2018,2298,1.116666667
778,8/23/2018,4294,3.733333333
779,8/23/2018,7128,13.9
780,8/23/2018,5661,13.66666667
781,8/23/2018,7586,13.78333333
782,8/23/2018,2655,13.48333333
783,8/24/2018,57,2.933333333
784,8/24/2018,5411,17.11666667
785,8/24/2018,7230,6.216666667
786,8/24/2018,6920,21.21666667
787,8/24/2018,6697,19.88333333
788,8/24/2018,6193,9.966666667
789,8/24/2018,7756,23.25
790,8/24/2018,6260,7.9
791,8/24/2018,958,4.016666667
792,8/24/2018,126,12.43333333
793,8/24/2018,2626,4.9
794,8/24/2018,6814,22.46666667
795,8/24/2018,7842,16.81666667
796,8/24/2018,5314,15.56666667
797,8/24/2018,2662,0.45
798,8/24/2018,919,14.25
799,8/25/2018,8078,10.1
800,8/25/2018,2455,9.916666667
801,8/25/2018,2231,2.1
802,8/25/2018,6094,2.483333333
803,8/25/2018,5226,7.05
804,8/25/2018,1146,1.1
805,8/25/2018,1241,6
806,8/25/2018,4401,10.55
807,8/25/2018,7266,3.383333333
808,8/25/2018,4647,23.18333333
809,8/25/2018,533,17
810,8/25/2018,5857,17.33333333
811,8/25/2018,6261,7.116666667
812,8/25/2018,291,24.15
813,8/25/2018,6772,3
814,8/25/2018,4655,13.73333333
815,8/25/2018,1343,3.266666667
